"RelativePath","Length","LastWriteTime","FullName"
"Euru_TOS_NEW\Euru_TOS\04_AGENTES\05_EXECUTION_ORCHESTRATOR\OUTPUT_FORMAT_FINAL.md","2561","2026-04-05T12:32:58.0000000Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS_NEW\Euru_TOS\04_AGENTES\05_EXECUTION_ORCHESTRATOR\OUTPUT_FORMAT_FINAL.md"
"Euru_TOS_NEW\Euru_TOS\04_AGENTES\05_EXECUTION_ORCHESTRATOR\PROMPT_REVISADO.md","526","2026-04-05T12:11:44.0000000Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS_NEW\Euru_TOS\04_AGENTES\05_EXECUTION_ORCHESTRATOR\PROMPT_REVISADO.md"
"Euru_TOS_NEW\Euru_TOS\04_AGENTES\06_DEVOPS_GUARDIAO\06_DEVOPS_GUARDIAO_PROMPT_REVISADO.docx","10824","2026-04-05T13:20:28.0000000Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS_NEW\Euru_TOS\04_AGENTES\06_DEVOPS_GUARDIAO\06_DEVOPS_GUARDIAO_PROMPT_REVISADO.docx"
"Euru_TOS_NEW\Euru_TOS\04_AGENTES\06_DEVOPS_GUARDIAO\BRIEFING_FINAL.md","2045","2026-04-05T12:34:32.0000000Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS_NEW\Euru_TOS\04_AGENTES\06_DEVOPS_GUARDIAO\BRIEFING_FINAL.md"
"Euru_TOS_NEW\Euru_TOS\04_AGENTES\06_DEVOPS_GUARDIAO\EURU_AGENTS_DEVOPS_GUARDIAO_PROMPT_OFFICIAL_v1.0.md","5518","2026-04-11T10:09:14.0000000Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS_NEW\Euru_TOS\04_AGENTES\06_DEVOPS_GUARDIAO\EURU_AGENTS_DEVOPS_GUARDIAO_PROMPT_OFFICIAL_v1.0.md"
"Euru_TOS_NEW\Euru_TOS\04_AGENTES\06_DEVOPS_GUARDIAO\OUTPUT_FORMAT_FINAL.md","2052","2026-04-05T12:35:54.0000000Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS_NEW\Euru_TOS\04_AGENTES\06_DEVOPS_GUARDIAO\OUTPUT_FORMAT_FINAL.md"
"Euru_TOS_NEW\Euru_TOS\04_AGENTES\07_JOURNAL_AUDITOR\07_JOURNAL_AUDITOR_PROMPT_REVISADO.docx","10868","2026-04-05T13:22:06.0000000Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS_NEW\Euru_TOS\04_AGENTES\07_JOURNAL_AUDITOR\07_JOURNAL_AUDITOR_PROMPT_REVISADO.docx"
"Euru_TOS_NEW\Euru_TOS\04_AGENTES\07_JOURNAL_AUDITOR\BRIEFING_FINAL.md","1973","2026-04-05T12:36:56.0000000Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS_NEW\Euru_TOS\04_AGENTES\07_JOURNAL_AUDITOR\BRIEFING_FINAL.md"
"Euru_TOS_NEW\Euru_TOS\04_AGENTES\07_JOURNAL_AUDITOR\EURU_AGENTS_JOURNAL_AUDITOR_PROMPT_OFFICIAL_v1.0.md","5491","2026-04-11T10:09:14.0000000Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS_NEW\Euru_TOS\04_AGENTES\07_JOURNAL_AUDITOR\EURU_AGENTS_JOURNAL_AUDITOR_PROMPT_OFFICIAL_v1.0.md"
"Euru_TOS_NEW\Euru_TOS\04_AGENTES\07_JOURNAL_AUDITOR\OUTPUT_FORMAT_FINAL.md","2117","2026-04-05T12:37:54.0000000Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS_NEW\Euru_TOS\04_AGENTES\07_JOURNAL_AUDITOR\OUTPUT_FORMAT_FINAL.md"
"Euru_TOS_NEW\Euru_TOS\04_AGENTES\08_SCORE_ENGINE\BRIEFING_FINAL.md","1650","2026-04-05T12:38:48.0000000Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS_NEW\Euru_TOS\04_AGENTES\08_SCORE_ENGINE\BRIEFING_FINAL.md"
"Euru_TOS_NEW\Euru_TOS\04_AGENTES\08_SCORE_ENGINE\OUTPUT_FORMAT_FINAL.md","2159","2026-04-05T12:39:44.0000000Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS_NEW\Euru_TOS\04_AGENTES\08_SCORE_ENGINE\OUTPUT_FORMAT_FINAL.md"
"Euru_TOS_NEW\Euru_TOS\04_AGENTES\08_SCORE_ENGINE\PROMPT_REVISADO.md","1334","2026-04-05T12:12:24.0000000Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS_NEW\Euru_TOS\04_AGENTES\08_SCORE_ENGINE\PROMPT_REVISADO.md"
"Euru_TOS_NEW\Euru_TOS\04_AGENTES\08_WATCHDOG\08_WATCHDOG_PROMPT_REVISADO.txt","6920","2026-04-05T13:28:30.0000000Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS_NEW\Euru_TOS\04_AGENTES\08_WATCHDOG\08_WATCHDOG_PROMPT_REVISADO.txt"
"Euru_TOS_NEW\Euru_TOS\04_AGENTES\08_WATCHDOG\BRIEFING_FINAL.md","1637","2026-04-05T12:43:20.0000000Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS_NEW\Euru_TOS\04_AGENTES\08_WATCHDOG\BRIEFING_FINAL.md"
"Euru_TOS_NEW\Euru_TOS\04_AGENTES\08_WATCHDOG\OUTPUT_FORMAT_FINAL.md","2130","2026-04-05T12:44:34.0000000Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS_NEW\Euru_TOS\04_AGENTES\08_WATCHDOG\OUTPUT_FORMAT_FINAL.md"
"Euru_TOS_NEW\Euru_TOS\04_AGENTES\09_MAC_PLAYBOOK_ANALYST\BRIEFING_FINAL.md","2087","2026-04-05T12:40:52.0000000Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS_NEW\Euru_TOS\04_AGENTES\09_MAC_PLAYBOOK_ANALYST\BRIEFING_FINAL.md"
"Euru_TOS_NEW\Euru_TOS\04_AGENTES\09_MAC_PLAYBOOK_ANALYST\OUTPUT_FORMAT_FINAL.md","3097","2026-04-05T12:42:18.0000000Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS_NEW\Euru_TOS\04_AGENTES\09_MAC_PLAYBOOK_ANALYST\OUTPUT_FORMAT_FINAL.md"
"Euru_TOS_NEW\Euru_TOS\04_AGENTES\09_MAC_PLAYBOOK_ANALYST\PROMPT_REVISADO.md","1382","2026-04-05T12:13:02.0000000Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS_NEW\Euru_TOS\04_AGENTES\09_MAC_PLAYBOOK_ANALYST\PROMPT_REVISADO.md"
"Euru_TOS_NEW\Euru_TOS\04_AGENTES\11_QUALITY_CONTROL\BRIEFING_FINAL.md","2902","2026-04-11T10:09:14.0000000Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS_NEW\Euru_TOS\04_AGENTES\11_QUALITY_CONTROL\BRIEFING_FINAL.md"
"Euru_TOS_NEW\Euru_TOS\04_AGENTES\11_QUALITY_CONTROL\EURU_AGENTS_QUALITY_CONTROL_PROMPT_OFFICIAL_v1.0.md","2884","2026-04-11T10:09:14.0000000Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS_NEW\Euru_TOS\04_AGENTES\11_QUALITY_CONTROL\EURU_AGENTS_QUALITY_CONTROL_PROMPT_OFFICIAL_v1.0.md"
"Euru_TOS_NEW\Euru_TOS\04_AGENTES\11_QUALITY_CONTROL\OUTPUT_FORMAT_FINAL.md","2913","2026-04-11T10:09:14.0000000Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS_NEW\Euru_TOS\04_AGENTES\11_QUALITY_CONTROL\OUTPUT_FORMAT_FINAL.md"
"Euru_TOS_NEW\Euru_TOS\05_PROMPTS\EURU_OPERATIONS_PROMPT_DailyOperation_OFFICIAL_v1.0.md","2579","2026-04-11T10:09:26.0000000Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS_NEW\Euru_TOS\05_PROMPTS\EURU_OPERATIONS_PROMPT_DailyOperation_OFFICIAL_v1.0.md"
"Euru_TOS_NEW\Euru_TOS\05_PROMPTS\EURU_OPERATIONS_PROMPT_PostTrade_OFFICIAL_v1.0.md","2115","2026-04-11T10:09:26.0000000Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS_NEW\Euru_TOS\05_PROMPTS\EURU_OPERATIONS_PROMPT_PostTrade_OFFICIAL_v1.0.md"
"Euru_TOS_NEW\Euru_TOS\05_PROMPTS\EURU_OPERATIONS_PROMPT_PreTrade_OFFICIAL_v1.0.md","2124","2026-04-11T10:09:26.0000000Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS_NEW\Euru_TOS\05_PROMPTS\EURU_OPERATIONS_PROMPT_PreTrade_OFFICIAL_v1.0.md"
"Euru_TOS_NEW\Euru_TOS\05_PROMPTS\EURU_OPERATIONS_PROMPT_WeeklyReview_OFFICIAL_v1.0.md","3173","2026-04-11T10:09:26.0000000Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS_NEW\Euru_TOS\05_PROMPTS\EURU_OPERATIONS_PROMPT_WeeklyReview_OFFICIAL_v1.0.md"
"Euru_TOS_NEW\Euru_TOS\05_PROMPTS\MASTER_PROMPT_EURU_REVISADO.docx","19017","2026-04-05T13:33:00.0000000Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS_NEW\Euru_TOS\05_PROMPTS\MASTER_PROMPT_EURU_REVISADO.docx"
"Euru_TOS_NEW\Euru_TOS\05_PROMPTS\PROMPT_DAILY_OPERATION.md","4736","2026-04-05T14:47:58.0000000Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS_NEW\Euru_TOS\05_PROMPTS\PROMPT_DAILY_OPERATION.md"
"Euru_TOS_NEW\Euru_TOS\05_PROMPTS\PROMPT_POST_TRADE.md","4907","2026-04-05T14:48:42.0000000Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS_NEW\Euru_TOS\05_PROMPTS\PROMPT_POST_TRADE.md"
"Euru_TOS_NEW\Euru_TOS\05_PROMPTS\PROMPT_PRE_TRADE.md","4690","2026-04-05T14:48:16.0000000Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS_NEW\Euru_TOS\05_PROMPTS\PROMPT_PRE_TRADE.md"
"Euru_TOS_NEW\Euru_TOS\05_PROMPTS\PROMPT_WEEKLY_REVIEW.md","6247","2026-04-05T14:50:00.0000000Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS_NEW\Euru_TOS\05_PROMPTS\PROMPT_WEEKLY_REVIEW.md"
"Euru_TOS_NEW\Euru_TOS\06_RISCO_E_EXECUCAO\EURU_RISK_FRAMEWORK_RiskMatrix_OFFICIAL_v1.0.md","2654","2026-04-11T10:09:26.0000000Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS_NEW\Euru_TOS\06_RISCO_E_EXECUCAO\EURU_RISK_FRAMEWORK_RiskMatrix_OFFICIAL_v1.0.md"
"Euru_TOS_NEW\Euru_TOS\06_RISCO_E_EXECUCAO\EURU_RISK_POLICY_ExitPolicy_OFFICIAL_v1.0.md","3825","2026-04-11T10:09:26.0000000Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS_NEW\Euru_TOS\06_RISCO_E_EXECUCAO\EURU_RISK_POLICY_ExitPolicy_OFFICIAL_v1.0.md"
"Euru_TOS_NEW\Euru_TOS\06_RISCO_E_EXECUCAO\RISK_MATRIX.md","15508","2026-04-05T14:42:48.0000000Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS_NEW\Euru_TOS\06_RISCO_E_EXECUCAO\RISK_MATRIX.md"
"Euru_TOS_NEW\Euru_TOS\07_OPERACAO\CHECKLIST_PRE_TRADE_v2.txt","7562","2026-04-05T13:46:08.0000000Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS_NEW\Euru_TOS\07_OPERACAO\CHECKLIST_PRE_TRADE_v2.txt"
"Euru_TOS_NEW\Euru_TOS\07_OPERACAO\EURU_OPERATIONS_POLICY_ReadOnlyMode_OFFICIAL_v1.0.md","3472","2026-04-11T10:09:26.0000000Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS_NEW\Euru_TOS\07_OPERACAO\EURU_OPERATIONS_POLICY_ReadOnlyMode_OFFICIAL_v1.0.md"
"Euru_TOS_NEW\Euru_TOS\07_OPERACAO\EURU_OPERATIONS_RUNBOOK_DocumentalBacklog_OFFICIAL_v1.0.md","8102","2026-04-11T10:09:26.0000000Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS_NEW\Euru_TOS\07_OPERACAO\EURU_OPERATIONS_RUNBOOK_DocumentalBacklog_OFFICIAL_v1.0.md"
"Euru_TOS_NEW\Euru_TOS\07_OPERACAO\MODO_READ_ONLY.txt","8392","2026-04-05T14:02:18.0000000Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS_NEW\Euru_TOS\07_OPERACAO\MODO_READ_ONLY.txt"
"Euru_TOS_NEW\Euru_TOS\07_OPERACAO\Politica_Saida_Completa_Euru.txt","6124","2026-04-03T16:47:30.0000000Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS_NEW\Euru_TOS\07_OPERACAO\Politica_Saida_Completa_Euru.txt"
"Euru_TOS_NEW\Euru_TOS\07_OPERACAO\SIMULATE_SETUP.md","19191","2026-04-05T14:53:22.0000000Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS_NEW\Euru_TOS\07_OPERACAO\SIMULATE_SETUP.md"
"Euru_TOS_NEW\Euru_TOS\07_OPERACAO\SOP_DIARIO_v2.txt","9744","2026-04-05T13:45:32.0000000Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS_NEW\Euru_TOS\07_OPERACAO\SOP_DIARIO_v2.txt"
"Euru_TOS_NEW\Euru_TOS\07_OPERACAO\SOP_SEMANAL.txt","10130","2026-04-05T14:01:28.0000000Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS_NEW\Euru_TOS\07_OPERACAO\SOP_SEMANAL.txt"
"Euru_TOS_NEW\Euru_TOS\07_OPERACAO\Teste_Integrado_Pipeline.txt","7440","2026-04-05T14:02:40.0000000Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS_NEW\Euru_TOS\07_OPERACAO\Teste_Integrado_Pipeline.txt"
"Euru_TOS_NEW\Euru_TOS\08_DADOS_E_JOURNAL\JOURNAL_TRADES\JOURNAL_2026-04-09.md","6522","2026-04-09T02:44:42.0000000Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS_NEW\Euru_TOS\08_DADOS_E_JOURNAL\JOURNAL_TRADES\JOURNAL_2026-04-09.md"
"Euru_TOS_NEW\Euru_TOS\08_DADOS_E_JOURNAL\JOURNAL_TRADES\JOURNAL_2026-04-10.md","10499","2026-04-10T03:10:02.0000000Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS_NEW\Euru_TOS\08_DADOS_E_JOURNAL\JOURNAL_TRADES\JOURNAL_2026-04-10.md"
"Euru_TOS_NEW\Euru_TOS\08_DADOS_E_JOURNAL\JOURNAL_TRADES\JOURNAL_2026-04-11.md","15237","2026-04-11T05:46:54.0000000Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS_NEW\Euru_TOS\08_DADOS_E_JOURNAL\JOURNAL_TRADES\JOURNAL_2026-04-11.md"
"Euru_TOS_NEW\Euru_TOS\08_DADOS_E_JOURNAL\JOURNAL_TRADES\PAPER_TRADE_001.md","11052","2026-04-08T15:13:26.0000000Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS_NEW\Euru_TOS\08_DADOS_E_JOURNAL\JOURNAL_TRADES\PAPER_TRADE_001.md"
"Euru_TOS_NEW\Euru_TOS\08_DADOS_E_JOURNAL\JOURNAL_TRADES\PAPER_TRADE_002.md","9986","2026-04-08T15:14:50.0000000Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS_NEW\Euru_TOS\08_DADOS_E_JOURNAL\JOURNAL_TRADES\PAPER_TRADE_002.md"
"Euru_TOS_NEW\Euru_TOS\08_DADOS_E_JOURNAL\JOURNAL_TRADES\PAPER_TRADE_003.md","15672","2026-04-11T05:45:16.0000000Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS_NEW\Euru_TOS\08_DADOS_E_JOURNAL\JOURNAL_TRADES\PAPER_TRADE_003.md"
"Euru_TOS_NEW\Euru_TOS\08_DADOS_E_JOURNAL\JOURNAL_TRADES\Template_JOURNAL.docx","21484","2026-04-02T05:52:36.0000000Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS_NEW\Euru_TOS\08_DADOS_E_JOURNAL\JOURNAL_TRADES\Template_JOURNAL.docx"
"Euru_TOS_NEW\Euru_TOS\08_DADOS_E_JOURNAL\SCORECARDS\ASIAN_REPORT_2026-04-06.md","6660","2026-04-06T20:00:16.0000000Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS_NEW\Euru_TOS\08_DADOS_E_JOURNAL\SCORECARDS\ASIAN_REPORT_2026-04-06.md"
"Euru_TOS_NEW\Euru_TOS\08_DADOS_E_JOURNAL\SCORECARDS\ASIAN_REPORT_2026-04-07.md","6660","2026-04-07T20:00:18.0000000Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS_NEW\Euru_TOS\08_DADOS_E_JOURNAL\SCORECARDS\ASIAN_REPORT_2026-04-07.md"
"Euru_TOS_NEW\Euru_TOS\08_DADOS_E_JOURNAL\SCORECARDS\ASIAN_REPORT_2026-04-08.md","6660","2026-04-08T20:00:18.0000000Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS_NEW\Euru_TOS\08_DADOS_E_JOURNAL\SCORECARDS\ASIAN_REPORT_2026-04-08.md"
"Euru_TOS_NEW\Euru_TOS\08_DADOS_E_JOURNAL\SCORECARDS\ASIAN_REPORT_2026-04-09.md","6660","2026-04-09T20:00:18.0000000Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS_NEW\Euru_TOS\08_DADOS_E_JOURNAL\SCORECARDS\ASIAN_REPORT_2026-04-09.md"
"Euru_TOS_NEW\Euru_TOS\08_DADOS_E_JOURNAL\SCORECARDS\ASIAN_REPORT_2026-04-10.md","6660","2026-04-10T20:00:18.0000000Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS_NEW\Euru_TOS\08_DADOS_E_JOURNAL\SCORECARDS\ASIAN_REPORT_2026-04-10.md"
"Euru_TOS_NEW\Euru_TOS\08_DADOS_E_JOURNAL\SCORECARDS\Scorecard Di#U00e1rio do Euru.docx","16803","2026-04-01T05:07:46.0000000Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS_NEW\Euru_TOS\08_DADOS_E_JOURNAL\SCORECARDS\Scorecard Di#U00e1rio do Euru.docx"
"Euru_TOS_NEW\Euru_TOS\08_DADOS_E_JOURNAL\SCORECARDS\SCOUT_REPORT_2026-04-01.md","1521","2026-04-01T15:10:40.0000000Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS_NEW\Euru_TOS\08_DADOS_E_JOURNAL\SCORECARDS\SCOUT_REPORT_2026-04-01.md"
"Euru_TOS_NEW\Euru_TOS\08_DADOS_E_JOURNAL\SCORECARDS\SCOUT_REPORT_2026-04-02.md","6381","2026-04-02T06:20:40.0000000Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS_NEW\Euru_TOS\08_DADOS_E_JOURNAL\SCORECARDS\SCOUT_REPORT_2026-04-02.md"
"Euru_TOS_NEW\Euru_TOS\08_DADOS_E_JOURNAL\SCORECARDS\SCOUT_REPORT_2026-04-03.md","6771","2026-04-03T03:22:52.0000000Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS_NEW\Euru_TOS\08_DADOS_E_JOURNAL\SCORECARDS\SCOUT_REPORT_2026-04-03.md"
"Euru_TOS_NEW\Euru_TOS\08_DADOS_E_JOURNAL\SCORECARDS\SCOUT_REPORT_2026-04-04.md","16958","2026-04-04T20:24:24.0000000Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS_NEW\Euru_TOS\08_DADOS_E_JOURNAL\SCORECARDS\SCOUT_REPORT_2026-04-04.md"
"Euru_TOS_NEW\Euru_TOS\08_DADOS_E_JOURNAL\SCORECARDS\SCOUT_REPORT_2026-04-05.md","16866","2026-04-05T14:32:42.0000000Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS_NEW\Euru_TOS\08_DADOS_E_JOURNAL\SCORECARDS\SCOUT_REPORT_2026-04-05.md"
"Euru_TOS_NEW\Euru_TOS\08_DADOS_E_JOURNAL\SCORECARDS\SCOUT_REPORT_2026-04-06.md","16567","2026-04-06T03:00:14.0000000Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS_NEW\Euru_TOS\08_DADOS_E_JOURNAL\SCORECARDS\SCOUT_REPORT_2026-04-06.md"
"Euru_TOS_NEW\Euru_TOS\08_DADOS_E_JOURNAL\SCORECARDS\SCOUT_REPORT_2026-04-07.md","16805","2026-04-07T03:00:16.0000000Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS_NEW\Euru_TOS\08_DADOS_E_JOURNAL\SCORECARDS\SCOUT_REPORT_2026-04-07.md"
"Euru_TOS_NEW\Euru_TOS\08_DADOS_E_JOURNAL\SCORECARDS\SCOUT_REPORT_2026-04-08.md","16437","2026-04-08T14:23:12.0000000Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS_NEW\Euru_TOS\08_DADOS_E_JOURNAL\SCORECARDS\SCOUT_REPORT_2026-04-08.md"
"Euru_TOS_NEW\Euru_TOS\08_DADOS_E_JOURNAL\SCORECARDS\SCOUT_REPORT_2026-04-09.md","16835","2026-04-09T03:00:14.0000000Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS_NEW\Euru_TOS\08_DADOS_E_JOURNAL\SCORECARDS\SCOUT_REPORT_2026-04-09.md"
"Euru_TOS_NEW\Euru_TOS\08_DADOS_E_JOURNAL\SCORECARDS\SCOUT_REPORT_2026-04-10.md","16544","2026-04-10T03:01:42.0000000Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS_NEW\Euru_TOS\08_DADOS_E_JOURNAL\SCORECARDS\SCOUT_REPORT_2026-04-10.md"
"Euru_TOS_NEW\Euru_TOS\08_DADOS_E_JOURNAL\SCORECARDS\SCOUT_REPORT_2026-04-11.md","16764","2026-04-11T05:32:50.0000000Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS_NEW\Euru_TOS\08_DADOS_E_JOURNAL\SCORECARDS\SCOUT_REPORT_2026-04-11.md"
"Euru_TOS_NEW\Euru_TOS\08_DADOS_E_JOURNAL\WATCHLISTS\EURU_DATA_WATCHLIST_OfficialWatchlist_OFFICIAL_v1.2.md","8168","2026-04-11T11:48:24.0000000Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS_NEW\Euru_TOS\08_DADOS_E_JOURNAL\WATCHLISTS\EURU_DATA_WATCHLIST_OfficialWatchlist_OFFICIAL_v1.2.md"
"Euru_TOS_NEW\Euru_TOS\08_DADOS_E_JOURNAL\WATCHLISTS\watchlist_core.docx","14480","2026-03-27T07:23:52.0000000Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS_NEW\Euru_TOS\08_DADOS_E_JOURNAL\WATCHLISTS\watchlist_core.docx"
"Euru_TOS_NEW\Euru_TOS\08_DADOS_E_JOURNAL\WATCHLISTS\WATCHLIST_OFICIAL.md","5607","2026-04-03T14:43:24.0000000Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS_NEW\Euru_TOS\08_DADOS_E_JOURNAL\WATCHLISTS\WATCHLIST_OFICIAL.md"
"Euru_TOS_NEW\Euru_TOS\09_LOGS_E_INCIDENTES\Changelog do Euru.docx","20563","2026-04-05T19:11:38.0000000Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS_NEW\Euru_TOS\09_LOGS_E_INCIDENTES\Changelog do Euru.docx"
"Euru_TOS_NEW\Euru_TOS\09_LOGS_E_INCIDENTES\EURU_LOGS_REGISTRY_IncidentLog_OFFICIAL_v1.0.md","1807","2026-04-11T10:09:26.0000000Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS_NEW\Euru_TOS\09_LOGS_E_INCIDENTES\EURU_LOGS_REGISTRY_IncidentLog_OFFICIAL_v1.0.md"
"Euru_TOS_NEW\Euru_TOS\09_LOGS_E_INCIDENTES\INCIDENTES.md","126","2026-03-28T08:42:40.0000000Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS_NEW\Euru_TOS\09_LOGS_E_INCIDENTES\INCIDENTES.md"
"Euru_TOS_NEW\Euru_TOS\10_AUTOMACOES\register_euru_friday_cycle_task.ps1","1127","2026-04-12T19:07:14.0000000Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS_NEW\Euru_TOS\10_AUTOMACOES\register_euru_friday_cycle_task.ps1"
"Euru_TOS_NEW\Euru_TOS\10_AUTOMACOES\register_euru_learning_preflight_task.ps1","861","2026-04-12T19:07:14.0000000Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS_NEW\Euru_TOS\10_AUTOMACOES\register_euru_learning_preflight_task.ps1"
"Euru_TOS_NEW\Euru_TOS\10_AUTOMACOES\register_euru_learning_task.ps1","891","2026-04-12T19:07:14.0000000Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS_NEW\Euru_TOS\10_AUTOMACOES\register_euru_learning_task.ps1"
"Euru_TOS_NEW\Euru_TOS\11_CONFIG_PLACEHOLDERS\.env.example","352","2026-03-28T08:42:40.0000000Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS_NEW\Euru_TOS\11_CONFIG_PLACEHOLDERS\.env.example"
"Euru_TOS_NEW\Euru_TOS\11_CONFIG_PLACEHOLDERS\.gitkeep","0","2026-04-05T18:43:34.0000000Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS_NEW\Euru_TOS\11_CONFIG_PLACEHOLDERS\.gitkeep"
"Euru_TOS_NEW\Euru_TOS\99_ARQUIVO_E_NOTAS\EURU_DATA_WATCHLIST_OfficialWatchlist_OFFICIAL_v1.1_SUPERSEDED.md","3567","2026-04-11T10:09:26.0000000Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS_NEW\Euru_TOS\99_ARQUIVO_E_NOTAS\EURU_DATA_WATCHLIST_OfficialWatchlist_OFFICIAL_v1.1_SUPERSEDED.md"
"Euru_TOS_NEW\Euru_TOS\99_ARQUIVO_E_NOTAS\09_QUALITY_CONTROL_SUPERSEDED\BRIEFING.md","558","2026-04-04T03:13:18.0000000Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS_NEW\Euru_TOS\99_ARQUIVO_E_NOTAS\09_QUALITY_CONTROL_SUPERSEDED\BRIEFING.md"
"Euru_TOS_NEW\Euru_TOS\99_ARQUIVO_E_NOTAS\09_QUALITY_CONTROL_SUPERSEDED\OUTPUT_FORMAT.md","498","2026-04-04T03:13:36.0000000Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS_NEW\Euru_TOS\99_ARQUIVO_E_NOTAS\09_QUALITY_CONTROL_SUPERSEDED\OUTPUT_FORMAT.md"
"Euru_TOS_NEW\Euru_TOS\99_ARQUIVO_E_NOTAS\09_QUALITY_CONTROL_SUPERSEDED\PROMPT.md","927","2026-04-04T03:13:28.0000000Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS_NEW\Euru_TOS\99_ARQUIVO_E_NOTAS\09_QUALITY_CONTROL_SUPERSEDED\PROMPT.md"
